page_id,topic_kw,value
335,place,0.0035653233
336,melbourne,0.01860977
336,city,0.013051031
336,water,0.005688678
336,people,0.005133335
336,street,0.004458912
336,community,0.0044245454
336,page,0.0041500623
336,information,0.004067888
336,animal,0.0037613546
336,business,0.0037414955
337,melbourne,0.023199283
337,city,0.013036748
337,business,0.005799956
337,council,0.0048794327
337,street,0.0042618224
337,public,0.0039527453
337,information,0.0039241672
337,venue,0.0038841637
337,use,0.0038821015
337,program,0.0038684807
338,melbourne,0.023864675
338,city,0.011463315
338,community,0.004591528
338,people,0.0041690352
338,support,0.0038210065
338,page,0.0037619814
338,water,0.003761751
338,share,0.0037343933
338,s,0.0036630533
338,year,0.0035961266
339,waste,0.015654033
339,food,0.011686828
339,melbourne,0.008377137
339,information,0.0074409465
339,business,0.0061281417
339,water,0.005876323
339,city,0.0049559334
339,permit,0.0046153767
339,use,0.0037643185
339,need,0.0037244484
340,melbourne,0.013913732
340,planning,0.010287682
340,city,0.009573933
340,information,0.007271927
340,public,0.0068716886
340,permit,0.0067584957
340,application,0.005750992
340,building,0.0051586786
340,need,0.0049751885
340,event,0.0049433406
341,melbourne,0.016629493
341,city,0.013964075
341,energy,0.0066280393
341,permit,0.0060425736
341,care,0.0060193096
341,children,0.005478956
341,people,0.005308295
341,services,0.00515213
341,program,0.0049498645
341,community,0.0048510144
342,melbourne,0.024449266
342,city,0.021958811
342,victoria,0.0059106015
342,council,0.0052444143
342,program,0.0045433
342,community,0.0041723694
342,plan,0.0040326826
342,page,0.0040245284
342,information,0.0039579007
342,content,0.0039537544
343,melbourne,0.015990093
343,city,0.010845749
343,plan,0.0072373417
343,food,0.0064615626
343,community,0.0061961645
343,safety,0.005996659
343,share,0.005011299
343,page,0.00480784
343,people,0.004739257
343,waste,0.0046301335
344,melbourne,0.00838271
344,city,0.007548867
344,works,0.0073987474
344,hours,0.0062902113
344,award,0.0052316445
344,years,0.004993734
344,sustainable,0.0046574445
344,work,0.0046279966
344,building,0.003864303
344,place,0.0035653233
345,melbourne,0.013751401
345,booking,0.012053216
345,access,0.009542291
345,city,0.00820842
345,conditions,0.007925433
345,community,0.0072422195
345,form,0.0067896578
345,information,0.0059258053
345,kb,0.00555677
345,terms,0.005538296
346,waste,0.015654033
346,food,0.011686828
346,melbourne,0.008377137
346,information,0.0074409465
346,business,0.0061281417
346,water,0.005876323
346,city,0.0049559334
346,permit,0.0046153767
346,use,0.0037643185
346,need,0.0037244484
347,melbourne,0.023199283
347,city,0.013036748
347,business,0.005799956
347,council,0.0048794327
347,street,0.0042618224
347,public,0.0039527453
347,information,0.0039241672
347,venue,0.0038841637
347,use,0.0038821015
347,program,0.0038684807
348,melbourne,0.019184593
348,city,0.017226757
348,street,0.011890962
348,business,0.0050827083
348,permit,0.004780488
348,food,0.0044606975
348,project,0.004304949
348,parking,0.0042825215
348,urban,0.003790279
348,community,0.0036220844
349,melbourne,0.014803368
349,permit,0.013347596
349,city,0.010464217
349,building,0.009451968
349,need,0.005747376
349,property,0.0056508575
349,application,0.005480091
349,creative,0.0053606005
349,planning,0.0051000156
349,information,0.004977543
350,city,0.00783383
350,melbourne,0.0078026634
350,street,0.007371421
350,building,0.006302018
350,energy,0.0060716085
350,permit,0.0046961117
350,community,0.004597854
350,public,0.004411393
350,information,0.004122662
350,email,0.004069058
351,melbourne,0.015409922
351,city,0.0118637355
351,building,0.011755831
351,community,0.010445781
351,street,0.007555796
351,new,0.0053180656
351,public,0.005298525
351,works,0.00471316
351,content,0.004220059
351,page,0.0040902155
352,city,0.00783383
352,melbourne,0.0078026634
352,street,0.007371421
352,building,0.006302018
352,energy,0.0060716085
352,permit,0.0046961117
352,community,0.004597854
352,public,0.004411393
352,information,0.004122662
352,email,0.004069058
353,melbourne,0.010980309
353,city,0.008612242
353,information,0.007834379
353,council,0.0068750405
353,heritage,0.0058256416
353,building,0.0057638395
353,marina,0.0053295456
353,s,0.00458481
353,data,0.004511753
353,including,0.004461247
354,melbourne,0.014803368
354,permit,0.013347596
354,city,0.010464217
354,building,0.009451968
354,need,0.005747376
354,property,0.0056508575
354,application,0.005480091
354,creative,0.0053606005
354,planning,0.0051000156
354,information,0.004977543
355,melbourne,0.018664895
355,city,0.0075793574
355,street,0.004862047
355,local,0.004424984
355,energy,0.004379098
355,community,0.004241033
355,sustainable,0.0035474806
355,water,0.0034147168
355,kb,0.0033171922
355,dog,0.0032379525
356,city,0.01811362
356,melbourne,0.0109305065
356,marina,0.005763454
356,heritage,0.0053562173
356,open,0.004256878
356,council,0.0041649546
356,community,0.0036433646
356,planning,0.0035993187
356,information,0.0034314538
356,building,0.0033210583
357,melbourne,0.019668546
357,city,0.015803441
357,information,0.0065750303
357,services,0.0057657845
357,people,0.0055588526
357,support,0.0046505616
357,public,0.004602652
357,permit,0.0042638523
357,building,0.004248097
357,page,0.0041442188
358,melbourne,0.013758521
358,city,0.009746624
358,sports,0.0074541424
358,planning,0.006779118
358,information,0.0047039315
358,use,0.004677982
358,music,0.0043729073
358,interview,0.0043162117
358,permit,0.0040842816
358,water,0.003823214
359,heritage,0.01906874
359,melbourne,0.011603791
359,food,0.007787203
359,building,0.0072099366
359,place,0.0069590136
359,street,0.0066073067
359,city,0.005695971
359,content,0.005261863
359,business,0.0051010386
359,new,0.0050240355
360,melbourne,0.0109779965
360,city,0.00948143
360,street,0.0078091514
360,building,0.0070028156
360,venue,0.0060860985
360,project,0.004222442
360,–,0.0038962974
360,public,0.0037432548
360,plan,0.0037055789
360,grants,0.0036462878
361,melbourne,0.013751401
361,booking,0.012053216
361,access,0.009542291
361,city,0.00820842
361,conditions,0.007925433
361,community,0.0072422195
361,form,0.0067896578
361,information,0.0059258053
361,kb,0.00555677
361,terms,0.005538296
362,city,0.015124705
362,melbourne,0.013862845
362,victoria,0.006381244
362,event,0.005482748
362,public,0.0046708975
362,market,0.004649282
362,council,0.0042451797
362,page,0.004234632
362,park,0.003986839
362,energy,0.003934684
363,melbourne,0.013777966
363,community,0.01109255
363,city,0.011022648
363,grants,0.010378031
363,public,0.008611891
363,green,0.008289498
363,recipients,0.007538063
363,market,0.0058898586
363,kb,0.0055776457
363,planning,0.0055001485
364,melbourne,0.019319432
364,city,0.009174986
364,information,0.005047274
364,event,0.00492311
364,public,0.004824847
364,use,0.0046007824
364,–,0.0041936124
364,design,0.0038955128
364,page,0.0037782008
364,permit,0.0032840495
365,melbourne,0.014803368
365,permit,0.013347596
365,city,0.010464217
365,building,0.009451968
365,need,0.005747376
365,property,0.0056508575
365,application,0.005480091
365,creative,0.0053606005
365,planning,0.0051000156
365,information,0.004977543
366,melbourne,0.0156174945
366,city,0.012430034
366,street,0.008567307
366,permit,0.008310662
366,new,0.007213612
366,public,0.0049098576
366,victoria,0.004543212
366,building,0.0039983215
366,information,0.003719891
366,road,0.0033286312
367,melbourne,0.02812381
367,city,0.019160064
367,planning,0.017987965
367,design,0.0070415316
367,building,0.0064896923
367,permit,0.0055329865
367,project,0.0054031936
367,applications,0.004839303
367,information,0.0044800993
367,services,0.004268556
368,melbourne,0.014803368
368,permit,0.013347596
368,city,0.010464217
368,building,0.009451968
368,need,0.005747376
368,property,0.0056508575
368,application,0.005480091
368,creative,0.0053606005
368,planning,0.0051000156
368,information,0.004977543
369,melbourne,0.015386404
369,city,0.009897605
369,information,0.008460914
369,public,0.007011797
369,waste,0.004907176
369,community,0.0042660376
369,program,0.0041373274
369,plan,0.0039469227
369,building,0.0036974999
369,share,0.003303176
370,melbourne,0.01914991
370,city,0.010478874
370,street,0.0065673753
370,public,0.0062918626
370,food,0.0060848007
370,waste,0.005297364
370,need,0.004900706
370,community,0.004571095
370,permit,0.0043360256
370,gardens,0.004083018
371,city,0.02566961
371,melbourne,0.02273015
371,building,0.0120266825
371,information,0.010483041
371,permit,0.0076443707
371,planning,0.0066422834
371,data,0.006294512
371,required,0.0051633343
371,application,0.004991627
371,form,0.0044635134
372,melbourne,0.01914991
372,city,0.010478874
372,street,0.0065673753
372,public,0.0062918626
372,food,0.0060848007
372,waste,0.005297364
372,need,0.004900706
372,community,0.004571095
372,permit,0.0043360256
372,gardens,0.004083018
373,street,0.008508198
373,melbourne,0.0078059183
373,city,0.006087381
373,refugee,0.0054148166
373,road,0.005358369
373,recycling,0.005299879
373,form,0.005220309
373,safety,0.005114128
373,users,0.005063781
373,water,0.0044079837
374,waste,0.015654033
374,food,0.011686828
374,melbourne,0.008377137
374,information,0.0074409465
374,business,0.0061281417
374,water,0.005876323
374,city,0.0049559334
374,permit,0.0046153767
374,use,0.0037643185
374,need,0.0037244484
375,melbourne,0.019184593
375,city,0.017226757
375,street,0.011890962
375,business,0.0050827083
375,permit,0.004780488
375,food,0.0044606975
375,project,0.004304949
375,parking,0.0042825215
375,urban,0.003790279
375,community,0.0036220844
376,city,0.02566961
376,melbourne,0.02273015
376,building,0.0120266825
376,information,0.010483041
376,permit,0.0076443707
376,planning,0.0066422834
376,data,0.006294512
376,required,0.0051633343
376,application,0.004991627
376,form,0.0044635134
377,melbourne,0.02645895
377,city,0.010073426
377,permit,0.008678711
377,plan,0.007817619
377,booking,0.0049862647
377,information,0.0046632257
377,new,0.0046309154
377,2022,0.004157803
377,form,0.0035834026
377,page,0.0034281856
378,melbourne,0.020682551
378,city,0.013075839
378,program,0.005938784
378,community,0.0046747443
378,required,0.004373588
378,application,0.0042290585
378,water,0.003801623
378,council,0.0035176538
378,event,0.0034791885
378,public,0.003293998
379,melbourne,0.019184593
379,city,0.017226757
379,street,0.011890962
379,business,0.0050827083
379,permit,0.004780488
379,food,0.0044606975
379,project,0.004304949
379,parking,0.0042825215
379,urban,0.003790279
379,community,0.0036220844
380,melbourne,0.018771973
380,city,0.011550647
380,permit,0.010555572
380,parking,0.0059237774
380,park,0.0052971137
380,application,0.005260682
380,community,0.0049023665
380,e,0.0048768
380,program,0.004341449
380,people,0.004235934
381,melbourne,0.010980309
381,city,0.008612242
381,information,0.007834379
381,council,0.0068750405
381,heritage,0.0058256416
381,building,0.0057638395
381,marina,0.0053295456
381,s,0.00458481
381,data,0.004511753
381,including,0.004461247
382,melbourne,0.010980309
382,city,0.008612242
382,information,0.007834379
382,council,0.0068750405
382,heritage,0.0058256416
382,building,0.0057638395
382,marina,0.0053295456
382,s,0.00458481
382,data,0.004511753
382,including,0.004461247
383,melbourne,0.010980309
383,city,0.008612242
383,information,0.007834379
383,council,0.0068750405
383,heritage,0.0058256416
383,building,0.0057638395
383,marina,0.0053295456
383,s,0.00458481
383,data,0.004511753
383,including,0.004461247
384,melbourne,0.010980309
384,city,0.008612242
384,information,0.007834379
384,council,0.0068750405
384,heritage,0.0058256416
384,building,0.0057638395
384,marina,0.0053295456
384,s,0.00458481
384,data,0.004511753
384,including,0.004461247
385,melbourne,0.012219491
385,city,0.008899634
385,emergency,0.0071131866
385,public,0.0058887494
385,information,0.005153274
385,victoria,0.0051492946
385,program,0.003720946
385,art,0.003539564
385,victorian,0.0034579188
385,council,0.0031908539
386,melbourne,0.01943421
386,city,0.010376422
386,permit,0.0069476073
386,street,0.0045270836
386,need,0.0041511892
386,business,0.0041496074
386,design,0.004072903
386,community,0.0039513214
386,s,0.0039414386
386,building,0.0038048713
387,melbourne,0.01619809
387,city,0.011862292
387,public,0.009221704
387,need,0.006653989
387,art,0.0053800344
387,building,0.0048172353
387,project,0.0043937205
387,works,0.0041468637
387,venue,0.0038621025
387,energy,0.003830911
388,melbourne,0.013730832
388,permit,0.011498543
388,city,0.009295533
388,information,0.0066507678
388,permits,0.0060240524
388,required,0.0048039826
388,street,0.004502336
388,parking,0.0045015025
388,business,0.003862588
388,victoria,0.0035804133
389,melbourne,0.020682551
389,city,0.013075839
389,program,0.005938784
389,community,0.0046747443
389,required,0.004373588
389,application,0.0042290585
389,water,0.003801623
389,council,0.0035176538
389,event,0.0034791885
389,public,0.003293998
390,melbourne,0.024449266
390,city,0.021958811
390,victoria,0.0059106015
390,council,0.0052444143
390,program,0.0045433
390,community,0.0041723694
390,plan,0.0040326826
390,page,0.0040245284
390,information,0.0039579007
390,content,0.0039537544
391,melbourne,0.01860977
391,city,0.013051031
391,water,0.005688678
391,people,0.005133335
391,street,0.004458912
391,community,0.0044245454
391,page,0.0041500623
391,information,0.004067888
391,animal,0.0037613546
391,business,0.0037414955
392,melbourne,0.019319432
392,city,0.009174986
392,information,0.005047274
392,event,0.00492311
392,public,0.004824847
392,use,0.0046007824
392,–,0.0041936124
392,design,0.0038955128
392,page,0.0037782008
392,permit,0.0032840495
393,city,0.013127766
393,melbourne,0.011711862
393,council,0.008812201
393,required,0.0052438
393,information,0.004781066
393,permit,0.0042190654
393,committee,0.00415188
393,public,0.0040687495
393,local,0.004006283
393,application,0.003925487
394,melbourne,0.012968089
394,city,0.011136361
394,new,0.0051226364
394,information,0.0050816275
394,building,0.0047002677
394,s,0.0041663996
394,–,0.004018819
394,share,0.004015833
394,page,0.003997285
394,apply,0.003804637
395,city,0.013127766
395,melbourne,0.011711862
395,council,0.008812201
395,required,0.0052438
395,information,0.004781066
395,permit,0.0042190654
395,committee,0.00415188
395,public,0.0040687495
395,local,0.004006283
395,application,0.003925487
396,melbourne,0.016629493
396,city,0.013964075
396,energy,0.0066280393
396,permit,0.0060425736
396,care,0.0060193096
396,children,0.005478956
396,people,0.005308295
396,services,0.00515213
396,program,0.0049498645
396,community,0.0048510144
397,melbourne,0.011244301
397,city,0.010377497
397,arts,0.008880128
397,public,0.006844296
397,art,0.006528568
397,planning,0.0058722994
397,children,0.0052727195
397,people,0.0048470213
397,share,0.004118554
397,program,0.004043106
398,melbourne,0.015409922
398,city,0.0118637355
398,building,0.011755831
398,community,0.010445781
398,street,0.007555796
398,new,0.0053180656
398,public,0.005298525
398,works,0.00471316
398,content,0.004220059
398,page,0.0040902155
399,melbourne,0.01860977
399,city,0.013051031
399,water,0.005688678
399,people,0.005133335
399,street,0.004458912
399,community,0.0044245454
399,page,0.0041500623
399,information,0.004067888
399,animal,0.0037613546
399,business,0.0037414955
400,melbourne,0.019184593
400,city,0.017226757
400,street,0.011890962
400,business,0.0050827083
400,permit,0.004780488
400,food,0.0044606975
400,project,0.004304949
400,parking,0.0042825215
400,urban,0.003790279
400,community,0.0036220844
401,melbourne,0.015409922
401,city,0.0118637355
401,building,0.011755831
401,community,0.010445781
401,street,0.007555796
401,new,0.0053180656
401,public,0.005298525
401,works,0.00471316
401,content,0.004220059
401,page,0.0040902155
402,melbourne,0.0170408
402,city,0.014746319
402,council,0.007423665
402,business,0.006557679
402,page,0.006107763
402,content,0.0049789455
402,–,0.004789935
402,information,0.0046732905
402,new,0.004363217
402,share,0.004259302
403,melbourne,0.014609116
403,city,0.011814715
403,community,0.0060454826
403,space,0.0056731203
403,public,0.00550941
403,new,0.005093718
403,plan,0.004284692
403,people,0.004174097
403,spaces,0.00404485
403,support,0.0037088878
404,melbourne,0.015137322
404,city,0.013923614
404,permit,0.013462167
404,planning,0.0070175556
404,application,0.006079702
404,new,0.0053540925
404,parking,0.004588019
404,permits,0.004512195
404,information,0.004415875
404,property,0.004414696
405,melbourne,0.013777966
405,community,0.01109255
405,city,0.011022648
405,grants,0.010378031
405,public,0.008611891
405,green,0.008289498
405,recipients,0.007538063
405,market,0.0058898586
405,kb,0.0055776457
405,planning,0.0055001485
406,melbourne,0.030578641
406,city,0.023179527
406,information,0.00541173
406,food,0.0049132993
406,business,0.0046947356
406,support,0.004507689
406,people,0.0039867903
406,event,0.003977593
406,public,0.0036904393
406,street,0.0036702175
407,city,0.018698098
407,melbourne,0.009051568
407,business,0.008076921
407,public,0.007306069
407,information,0.0062345387
407,people,0.0050171274
407,content,0.003941439
407,works,0.003911929
407,need,0.003718634
407,page,0.0035947294
408,melbourne,0.01860977
408,city,0.013051031
408,water,0.005688678
408,people,0.005133335
408,street,0.004458912
408,community,0.0044245454
408,page,0.0041500623
408,information,0.004067888
408,animal,0.0037613546
408,business,0.0037414955
409,melbourne,0.013331991
409,city,0.009723282
409,street,0.006020625
409,tree,0.0051217657
409,use,0.004911588
409,energy,0.004064926
409,local,0.0039121103
409,community,0.0038867514
409,s,0.0038313756
409,trees,0.0036794073
410,permit,0.01318807
410,melbourne,0.010147031
410,city,0.009375774
410,street,0.006391573
410,information,0.00587218
410,application,0.0057402533
410,property,0.0052263527
410,permits,0.0045323055
410,need,0.0044949697
410,public,0.0044450723
411,city,0.023222376
411,melbourne,0.02159244
411,permit,0.012054403
411,parking,0.0067493487
411,community,0.0059976033
411,public,0.0057291742
411,people,0.0045706374
411,new,0.0044092517
411,business,0.004364436
411,building,0.0043488094
412,melbourne,0.013331991
412,city,0.009723282
412,street,0.006020625
412,tree,0.0051217657
412,use,0.004911588
412,energy,0.004064926
412,local,0.0039121103
412,community,0.0038867514
412,s,0.0038313756
412,trees,0.0036794073
413,city,0.015124705
413,melbourne,0.013862845
413,victoria,0.006381244
413,event,0.005482748
413,public,0.0046708975
413,market,0.004649282
413,council,0.0042451797
413,page,0.004234632
413,park,0.003986839
413,energy,0.003934684
414,melbourne,0.0170408
414,city,0.014746319
414,council,0.007423665
414,business,0.006557679
414,page,0.006107763
414,content,0.0049789455
414,–,0.004789935
414,information,0.0046732905
414,new,0.004363217
414,share,0.004259302
415,melbourne,0.019668546
415,city,0.015803441
415,information,0.0065750303
415,services,0.0057657845
415,people,0.0055588526
415,support,0.0046505616
415,public,0.004602652
415,permit,0.0042638523
415,building,0.004248097
415,page,0.0041442188
416,melbourne,0.023864675
416,city,0.011463315
416,community,0.004591528
416,people,0.0041690352
416,support,0.0038210065
416,page,0.0037619814
416,water,0.003761751
416,share,0.0037343933
416,s,0.0036630533
416,year,0.0035961266
417,melbourne,0.01914991
417,city,0.010478874
417,street,0.0065673753
417,public,0.0062918626
417,food,0.0060848007
417,waste,0.005297364
417,need,0.004900706
417,community,0.004571095
417,permit,0.0043360256
417,gardens,0.004083018
418,melbourne,0.018771973
418,city,0.011550647
418,permit,0.010555572
418,parking,0.0059237774
418,park,0.0052971137
418,application,0.005260682
418,community,0.0049023665
418,e,0.0048768
418,program,0.004341449
418,people,0.004235934
419,melbourne,0.015927486
419,city,0.0098000895
419,new,0.0062751947
419,artplay,0.0052155526
419,aboriginal,0.005214936
419,information,0.0041069794
419,project,0.003900848
419,people,0.00379892
419,businesses,0.0037934647
419,business,0.0037194106
420,city,0.023222376
420,melbourne,0.02159244
420,permit,0.012054403
420,parking,0.0067493487
420,community,0.0059976033
420,public,0.0057291742
420,people,0.0045706374
420,new,0.0044092517
420,business,0.004364436
420,building,0.0043488094
421,melbourne,0.02812381
421,city,0.019160064
421,planning,0.017987965
421,design,0.0070415316
421,building,0.0064896923
421,permit,0.0055329865
421,project,0.0054031936
421,applications,0.004839303
421,information,0.0044800993
421,services,0.004268556
422,melbourne,0.023773834
422,city,0.02146817
422,business,0.008534389
422,program,0.0058959275
422,new,0.005497634
422,small,0.0051172418
422,content,0.0043247696
422,public,0.0043194746
422,community,0.0039810976
422,heritage,0.003951567
423,melbourne,0.023773834
423,city,0.02146817
423,business,0.008534389
423,program,0.0058959275
423,new,0.005497634
423,small,0.0051172418
423,content,0.0043247696
423,public,0.0043194746
423,community,0.0039810976
423,heritage,0.003951567
424,melbourne,0.019184593
424,city,0.017226757
424,street,0.011890962
424,business,0.0050827083
424,permit,0.004780488
424,food,0.0044606975
424,project,0.004304949
424,parking,0.0042825215
424,urban,0.003790279
424,community,0.0036220844
425,melbourne,0.01943421
425,city,0.010376422
425,permit,0.0069476073
425,street,0.0045270836
425,need,0.0041511892
425,business,0.0041496074
425,design,0.004072903
425,community,0.0039513214
425,s,0.0039414386
425,building,0.0038048713
426,melbourne,0.023864675
426,city,0.011463315
426,community,0.004591528
426,people,0.0041690352
426,support,0.0038210065
426,page,0.0037619814
426,water,0.003761751
426,share,0.0037343933
426,s,0.0036630533
426,year,0.0035961266
427,city,0.015124705
427,melbourne,0.013862845
427,victoria,0.006381244
427,event,0.005482748
427,public,0.0046708975
427,market,0.004649282
427,council,0.0042451797
427,page,0.004234632
427,park,0.003986839
427,energy,0.003934684
428,melbourne,0.030578641
428,city,0.023179527
428,information,0.00541173
428,food,0.0049132993
428,business,0.0046947356
428,support,0.004507689
428,people,0.0039867903
428,event,0.003977593
428,public,0.0036904393
428,street,0.0036702175
429,melbourne,0.012956388
429,rates,0.0063623837
429,city,0.0059510516
429,booking,0.005658297
429,public,0.0052834013
429,rate,0.005096534
429,discount,0.0050034965
429,form,0.004911251
429,regular,0.0046906793
429,users,0.0044698417
430,melbourne,0.014609116
430,city,0.011814715
430,community,0.0060454826
430,space,0.0056731203
430,public,0.00550941
430,new,0.005093718
430,plan,0.004284692
430,people,0.004174097
430,spaces,0.00404485
430,support,0.0037088878
431,melbourne,0.020682551
431,city,0.013075839
431,program,0.005938784
431,community,0.0046747443
431,required,0.004373588
431,application,0.0042290585
431,water,0.003801623
431,council,0.0035176538
431,event,0.0034791885
431,public,0.003293998
432,melbourne,0.030578641
432,city,0.023179527
432,information,0.00541173
432,food,0.0049132993
432,business,0.0046947356
432,support,0.004507689
432,people,0.0039867903
432,event,0.003977593
432,public,0.0036904393
432,street,0.0036702175
433,melbourne,0.024449266
433,city,0.021958811
433,victoria,0.0059106015
433,council,0.0052444143
433,program,0.0045433
433,community,0.0041723694
433,plan,0.0040326826
433,page,0.0040245284
433,information,0.0039579007
433,content,0.0039537544
434,melbourne,0.013331991
434,city,0.009723282
434,street,0.006020625
434,tree,0.0051217657
434,use,0.004911588
434,energy,0.004064926
434,local,0.0039121103
434,community,0.0038867514
434,s,0.0038313756
434,trees,0.0036794073
435,melbourne,0.018771973
435,city,0.011550647
435,permit,0.010555572
435,parking,0.0059237774
435,park,0.0052971137
435,application,0.005260682
435,community,0.0049023665
435,e,0.0048768
435,program,0.004341449
435,people,0.004235934
436,melbourne,0.023653042
436,city,0.011810325
436,car,0.008795676
436,share,0.0055290493
436,planning,0.0043101166
436,–,0.004225388
436,council,0.0039806007
436,content,0.003925183
436,soft,0.003712151
436,awards,0.0036755658
437,melbourne,0.020682551
437,city,0.013075839
437,program,0.005938784
437,community,0.0046747443
437,required,0.004373588
437,application,0.0042290585
437,water,0.003801623
437,council,0.0035176538
437,event,0.0034791885
437,public,0.003293998
438,melbourne,0.025119096
438,city,0.017218273
438,business,0.006652567
438,information,0.005766216
438,support,0.004920775
438,businesses,0.0048326133
438,street,0.003941561
438,waste,0.0037711132
438,program,0.0035020723
438,planning,0.003385934
439,melbourne,0.02354788
439,city,0.018978262
439,parking,0.0068860813
439,plan,0.0057940786
439,community,0.004898334
439,page,0.004774773
439,waste,0.0045775636
439,planning,0.003628222
439,share,0.0035075906
439,area,0.003478524
440,melbourne,0.023773834
440,city,0.02146817
440,business,0.008534389
440,program,0.0058959275
440,new,0.005497634
440,small,0.0051172418
440,content,0.0043247696
440,public,0.0043194746
440,community,0.0039810976
440,heritage,0.003951567
441,melbourne,0.01914991
441,city,0.010478874
441,street,0.0065673753
441,public,0.0062918626
441,food,0.0060848007
441,waste,0.005297364
441,need,0.004900706
441,community,0.004571095
441,permit,0.0043360256
441,gardens,0.004083018
442,melbourne,0.01914991
442,city,0.010478874
442,street,0.0065673753
442,public,0.0062918626
442,food,0.0060848007
442,waste,0.005297364
442,need,0.004900706
442,community,0.004571095
442,permit,0.0043360256
442,gardens,0.004083018
443,melbourne,0.01914991
443,city,0.010478874
443,street,0.0065673753
443,public,0.0062918626
443,food,0.0060848007
443,waste,0.005297364
443,need,0.004900706
443,community,0.004571095
443,permit,0.0043360256
443,gardens,0.004083018
444,melbourne,0.016689887
444,city,0.010649072
444,heritage,0.01052859
444,street,0.0053616557
444,place,0.004846303
444,community,0.004805409
444,people,0.004059922
444,business,0.0038520596
444,use,0.003783807
444,information,0.0037205182
445,city,0.023222376
445,melbourne,0.02159244
445,permit,0.012054403
445,parking,0.0067493487
445,community,0.0059976033
445,public,0.0057291742
445,people,0.0045706374
445,new,0.0044092517
445,business,0.004364436
445,building,0.0043488094
446,melbourne,0.015476492
446,city,0.014035116
446,council,0.0072699776
446,waste,0.0061685382
446,business,0.0060720434
446,planning,0.0059021367
446,food,0.005625909
446,form,0.0039655436
446,people,0.0033773005
446,services,0.003194173
447,melbourne,0.019668546
447,city,0.015803441
447,information,0.0065750303
447,services,0.0057657845
447,people,0.0055588526
447,support,0.0046505616
447,public,0.004602652
447,permit,0.0042638523
447,building,0.004248097
447,page,0.0041442188
448,city,0.023222376
448,melbourne,0.02159244
448,permit,0.012054403
448,parking,0.0067493487
448,community,0.0059976033
448,public,0.0057291742
448,people,0.0045706374
448,new,0.0044092517
448,business,0.004364436
448,building,0.0043488094
449,melbourne,0.018664895
449,city,0.0075793574
449,street,0.004862047
449,local,0.004424984
449,energy,0.004379098
449,community,0.004241033
449,sustainable,0.0035474806
449,water,0.0034147168
449,kb,0.0033171922
449,dog,0.0032379525
450,melbourne,0.013751401
450,booking,0.012053216
450,access,0.009542291
450,city,0.00820842
450,conditions,0.007925433
450,community,0.0072422195
450,form,0.0067896578
450,information,0.0059258053
450,kb,0.00555677
450,terms,0.005538296
451,melbourne,0.019485509
451,city,0.01201332
451,planning,0.009419558
451,aboriginal,0.0063195075
451,parking,0.0060310084
451,rates,0.005591207
451,need,0.004844189
451,content,0.004424043
451,page,0.0043924004
451,share,0.0042102747
452,melbourne,0.01735427
452,parking,0.014640905
452,city,0.014590755
452,business,0.009257881
452,2,0.008648808
452,information,0.0071762097
452,street,0.006873335
452,pty,0.005460508
452,people,0.0049845492
452,hours,0.004489277
453,melbourne,0.015990093
453,city,0.010845749
453,plan,0.0072373417
453,food,0.0064615626
453,community,0.0061961645
453,safety,0.005996659
453,share,0.005011299
453,page,0.00480784
453,people,0.004739257
453,waste,0.0046301335
454,melbourne,0.011244301
454,city,0.010377497
454,arts,0.008880128
454,public,0.006844296
454,art,0.006528568
454,planning,0.0058722994
454,children,0.0052727195
454,people,0.0048470213
454,share,0.004118554
454,program,0.004043106
455,melbourne,0.01860977
455,city,0.013051031
455,water,0.005688678
455,people,0.005133335
455,street,0.004458912
455,community,0.0044245454
455,page,0.0041500623
455,information,0.004067888
455,animal,0.0037613546
455,business,0.0037414955
456,melbourne,0.010964337
456,city,0.0081235375
456,planning,0.007489962
456,business,0.0049434607
456,permit,0.0045147147
456,people,0.004446301
456,water,0.0037377414
456,access,0.0034513297
456,bells,0.0033921618
456,event,0.003358914
457,city,0.02566961
457,melbourne,0.02273015
457,building,0.0120266825
457,information,0.010483041
457,permit,0.0076443707
457,planning,0.0066422834
457,data,0.006294512
457,required,0.0051633343
457,application,0.004991627
457,form,0.0044635134
458,city,0.01740772
458,melbourne,0.014806136
458,permit,0.0066317404
458,application,0.006439543
458,business,0.0055139507
458,–,0.004875045
458,street,0.0048621437
458,information,0.0048486697
458,parking,0.0048113517
458,public,0.004621153
459,melbourne,0.019184593
459,city,0.017226757
459,street,0.011890962
459,business,0.0050827083
459,permit,0.004780488
459,food,0.0044606975
459,project,0.004304949
459,parking,0.0042825215
459,urban,0.003790279
459,community,0.0036220844
460,melbourne,0.019237483
460,city,0.013704479
460,community,0.008589025
460,local,0.0053000865
460,street,0.0051612356
460,park,0.0045645386
460,–,0.004257768
460,information,0.004219576
460,victoria,0.0040563177
460,food,0.0038734751
461,melbourne,0.01823038
461,city,0.017268509
461,information,0.0061782524
461,business,0.0053764354
461,page,0.0049374085
461,public,0.0049296
461,program,0.004791965
461,content,0.004227348
461,plan,0.0041903225
461,council,0.0041228025
462,melbourne,0.016629493
462,city,0.013964075
462,energy,0.0066280393
462,permit,0.0060425736
462,care,0.0060193096
462,children,0.005478956
462,people,0.005308295
462,services,0.00515213
462,program,0.0049498645
462,community,0.0048510144
463,melbourne,0.019668546
